Obs,project_code,ALMA_source_name,RAJ2000,DEJ2000,ang_res_arcsec,min_freq_GHz,max_freq_GHz,central_freq_GHz,bandwidth_GHz,freq_res_kHz,vel_res_kms,LAS_arcsec,FoV_arcsec,cont_sens_bandwidth,line_sens_10kms,line_sens_native,MOUS_id,obs_publisher_did,obs_collection,facility_name,instrument_name,obs_id,dataproduct_type,calib_level,target_name,s_ra,s_dec,s_fov,s_region,s_xel1,s_xel2,em_xel,t_xel,pol_xel,s_resolution,t_min,t_max,t_exptime,t_resolution,em_min,em_max,em_res_power,pol_states,o_ucd,access_url,access_format,access_estsize,proposal_id,data_rights,gal_longitude,gal_latitude,band_list,em_resolution,bandwidth,antenna_arrays,is_mosaic,obs_release_date,spatial_resolution,frequency_support,frequency,velocity_resolution,obs_creator_name,pub_title,first_author,authors,pub_abstract,publication_year,proposal_abstract,schedblock_name,proposal_authors,sensitivity_10kms,cont_sensitivity_bandwidth,pwv,group_ous_uid,member_ous_uid,asdm_uid,obs_title,type,scan_intent,science_observation,spatial_scale_max,qa2_passed,bib_reference,science_keyword,scientific_category,lastModified,pi_name,collections,pi_userid
50,2016.1.00187.S,G10.6-0.4,272.6195833333382,-19.93027777778238,1.57,115.16,115.39,115.27,0.234,244.14,0.636,20.787,54.09,13.49,555.02,71.06,uid://A001/X8a6/X7,ADS/JAO.ALMA#2016.1.00187.S,ALMA,JAO,ALMA,uid://A001/X8a6/X7.source.G10.6-0.4.spw.18,cube,2,G10.6-0.4,272.6195833333382,-19.93027777778238,0.015024982257124855,Polygon ICRS 272.622525 -19.923293 272.625053 -19.924801 272.626814 -19.927079 272.627559 -19.929806 272.627433 -19.931685 272.627013 -19.933043 272.625409 -19.935420 272.624281 -19.936355 272.622525 -19.937263 272.619583 -19.937790 272.616641 -19.937263 272.615301 -19.936621 272.613758 -19.935420 272.612153 -19.933043 272.611592 -19.930278 272.612154 -19.927512 272.613758 -19.925135 272.615302 -19.923935 272.616642 -19.923293 272.619583 -19.922765,,,1920,1,4,1.5695984417864537,58221.317785,58221.511473,10432.8,10432.8,0.0025980892658126207,0.0026033772739286806,471740.20333936944,/XX/XY/YX/YY/,phot.flux.density;phys.polarization,https://almascience.org/datalink/sync?ID=uid://A001/X8a6/X7,applicati,,2016.1.00187.S,Public,10.623661761210053,-0.38370823625134765,3,394663861.2688966,234375000.0,A001:DV07 A002:DA46 A003:DV12 A005:DV25 A006:DA61 A007:DV05 A008:DA42 A010:DA50 A011:DV21 A015:DA64 A016:DA44 A017:DA56 A019:DA58 A022:DV23 A023:DA41 A024:DA49 A025:DV02 A026:DA57 A027:DV06 A033:DA53 A034:DA55 A035:DA47 A036:DA45 A039:DV14 A040:DA51 A041:DV19 A042:DV08 A043:DA60 A045:DV01 A047:DV15 A048:DA62 A049:DV03 A058:DA43 A060:DV17 A068:DA65 A069:DV16 A070:DV22 A073:DA54 A074:DV09 A075:DA52 A076:DA59 A082:DV24 A083:DA48 A088:DV04,F,2019-07-20T15:58:59.000,1.5695984417864537,"[99.92..101.89GHz,62500.00kHz,500.1uJy/beam@10km/s,20.5uJy/beam@native, XX XY YX YY] U [101.81..103.77GHz,62500.00kHz,480.6uJy/beam@10km/s,19.9uJy/beam@native, XX XY YX YY] U [113.09..113.56GHz,488.28kHz,559.5uJy/beam@10km/s,50.2uJy/beam@native, XX XY YX YY] U [115.16..115.39GHz,244.14kHz,555uJy/beam@10km/s,71.1uJy/beam@native, XX XY YX YY]",115.27240079738061,635.5033043141536,ALMA,,,,,,"We propose to map the continuum, CO, and CN linear polarization of the molecular cloud G10.6 in order to study the magnetic field in this high-mass star forming region. Continuum polarization maps will provide information about the magnetic field morphology averaged through the optically thin dust emission. Spectral-line linear polarization is produced by the Goldreich-Kylafis effect and traces the magnetic field morphology in regions where the spectral lines have optical depths of order 1 and the excitation is radiatively dominated. CO line polarization has been detected in a number of sources, but CN has not. However, the dust, CO, and CN observations will be performed simultaneously, without loss of observing time if CN polarization is not detected. The sensitivity of ALMA makes detection of CN linear polarization a definite possibility. In addition to maps of magnetic field morphology at different shells within the molecular cloud, magnetic field strengths will be inferred using the Chandrasekhar-Fermi technique. This project will provide a detailed study of the magnetic field in this molecular cloud and of the role of magnetic fields in the high-mass star formation process.",G10.6-0._a_03_TM1,"Kemball, Athol;",0.5550157290081452,0.013490062980343217,2.4689276218414307,uid://A001/X8a6/X6,uid://A001/X8a6/X7,uid://A002/Xcbf591/X8e90,Magnetic Fields and High-Mass Star Formation,S,TARGET,T,20.786833869164475,T,,Inter-Stellar Medium (ISM)/Molecular clouds,ISM and star formation,2024-02-12T16:29:51.502,"Crutcher, Richard",,crutcher
33,2017.1.01355.L,G008.67,271.5879999033505,-21.62130537219587,4.648,230.25,230.75,230.5,0.499,969.24,1.262,34.181,127.317,1146.722,28154.61,3493.07,uid://A001/X1296/X1b9,ADS/JAO.ALMA#2017.1.01355.L,ALMA,JAO,ALMA,uid://A001/X1296/X1b9.source.G008.67.spw.26,cube,2,G008.67,271.5879999033505,-21.62130537219587,0.035365917600644746,Polygon ICRS 271.585729 -21.633416 271.582713 -21.635301 271.579012 -21.635409 271.576119 -21.633931 271.574438 -21.631566 271.572417 -21.630902 271.570501 -21.629428 271.569303 -21.627402 271.568978 -21.625495 271.569444 -21.623224 271.570517 -21.621547 271.570136 -21.619075 271.570755 -21.616835 271.572217 -21.614965 271.573934 -21.613880 271.577886 -21.613385 271.581302 -21.611392 271.584078 -21.611290 271.587094 -21.609405 271.590270 -21.609195 271.592894 -21.607441 271.595753 -21.607020 271.598161 -21.607595 271.600173 -21.608953 271.601560 -21.611044 271.604927 -21.612617 271.606554 -21.614843 271.606969 -21.617887 271.605483 -21.621063 271.605864 -21.623535 271.605246 -21.625774 271.603784 -21.627645 271.601684 -21.628884 271.598115 -21.629225 271.595874 -21.630825 271.591922 -21.631321 271.588906 -21.633206,,,512,1,2,4.6478317345546,58127.756763,58204.463142,1590.802,1590.802,0.0012992060115004226,0.0013020218217108955,237592.7105446667,/XX/YY/,phot.flux.density;phys.polarization,https://almascience.org/datalink/sync?ID=uid://A001/X1296/X1b9,applicati,,2017.1.01355.L,Public,8.677025870574052,-0.36102908843393205,6,90562833.67313696,500000000.0,J501:CM10 J502:CM02 J503:CM03 J504:CM12 J505:CM08 N601:CM07 N602:CM01 N603:CM09 N604:CM11 N605:CM04 N606:CM06,T,2019-12-08T00:00:00.000,4.6478317345546,"[216.05..216.30GHz,244.14kHz,26.6mJy/beam@10km/s,4.5mJy/beam@native, XX YY] U [217.00..217.25GHz,282.23kHz,26.5mJy/beam@10km/s,4.5mJy/beam@native, XX YY] U [218.08..218.33GHz,244.14kHz,24.6mJy/beam@10km/s,4.2mJy/beam@native, XX YY] U [219.47..219.60GHz,244.14kHz,32mJy/beam@10km/s,7.7mJy/beam@native, XX YY] U [219.85..219.98GHz,282.23kHz,33.6mJy/beam@10km/s,8.1mJy/beam@native, XX YY] U [230.25..230.75GHz,969.24kHz,28.2mJy/beam@10km/s,3.5mJy/beam@native, XX YY] U [231.00..231.50GHz,488.28kHz,26.7mJy/beam@10km/s,3.3mJy/beam@native, XX YY] U [231.42..233.42GHz,1128.91kHz,25.4mJy/beam@10km/s,1.6mJy/beam@native, XX YY]",230.5010006941691,333.2553098349145,ALMA,ALMA-IMF. I. Investigating the origin of stellar masses: Introduction to the Large Program and first results ALMA-IMF. II. Investigating the origin of stellar masses: Continuum images and data processing ALMA-IMF. III. Investigating the origin of stellar m,"Brouillet, N. Cunningham, N. Dib, Sami Díaz-González, Daniel J. Ginsburg, A. Motte, F. Nony, T. Pouteau, Y.","Brouillet, N.; Despois, D.; Molet, J.; Nony, T.; Motte, F.; Gusdorf, A.; Louvet, F.; Bontemps, S.; Herpin, F.; Bonfand, M.; Csengeri, T.; Ginsburg, A.; Cunningham, N.; Galván-Madrid, R.; Maud, L.; Busquet, G.; Bronfman, L.; Fernández-López, M.; Jeff, D. L.; Lefloch, B.; Pouteau, Y.; Sanhueza, P.; Stutz, A. M.; Valeille-Manet, M. Cunningham, N.; Ginsburg, A.; Galván-Madrid, R.; Motte, F.; Csengeri, T.; Stutz, A. M.; Fernández-López, M.; Álvarez-Gutiérrez, R. H.; Armante, M.; Baug, T.; Bonfand, M.; Bontemps, S.; Braine, J.; Brouillet, N.; Busquet, G.; Díaz-González, D. J.; Di Francesco, J.; Gusdorf, A.; Herpin, F.; Liu, H.; López-Sepulcre, A.; Louvet, F.; Lu, X.; Maud, L.; Nony, T.; Olguin, F. A.; Pouteau, Y.; Rivera-Soto, R.; Sandoval-Garrido, N. A.; Sanhueza, P.; Tatematsu, K.; Towner, A. P. M.; Valeille-Manet, M. Dib, Sami Díaz-González, Daniel J.; Galván-Madrid, Roberto; Ginsburg, Adam; Motte, Frédérique; Dell'Ova, Pierre; Kurtz, Stanley; Cunningham, Nichol; Stutz, Amelia M.; Louvet, Fabien; Csengeri, Timea; Fernández-López, Manuel; Sanhueza, Patricio; Nony, Thomas; Rivera-Soto, Rudy; Álvarez-Gutiérrez, Rodrigo H.; Armante, Melanie; Bonfand, Melisse; Bontemps, Sylvain; Gusdorf, Antoine; Liu, Hong-Li Ginsburg, A.; Csengeri, T.; Galván-Madrid, R.; Cunningham, N.; Álvarez-Gutiérrez, R. H.; Baug, T.; Bonfand, M.; Bontemps, S.; Busquet, G.; Díaz-González, D. J.; Fernández-López, M.; Guzmán, A.; Herpin, F.; Liu, H.; López-Sepulcre, A.; Louvet, F.; Maud, L.; Motte, F.; Nakamura, F.; Nony, T.; Olguin, F. A.; Pouteau, Y.; Sanhueza, P.; Stutz, A. M.; Towner, A. P. M.; ALMA-IMF Consortium; Armante, M.; Battersby, C.; Bronfman, L.; Braine, J.; Brouillet, N.; Chapillon, E.; Di Francesco, J.; Gusdorf, A.; Izumi, N.; Joncour, I.; Walker Lu, X.; Men'shchikov, A.; Menten, K. M.; Moraux, E.; Molet, J.; Mundy, L.; Nguyen Luong, Q.; Reyes-Reyes, S. D.; Robitaille, J.; Rosolowsky, E.; Sandoval-Garrido, N. A.; Svoboda, B.; Tatematsu, K.; Walker, D. L.; Whitworth, A.; Wu, B.; Wyrowski, F. Motte, F.; Bontemps, S.; Csengeri, T.; Pouteau, Y.; Louvet, F.; Stutz, A. M.; Cunningham, N.; López-Sepulcre, A.; Brouillet, N.; Galván-Madrid, R.; Ginsburg, A.; Maud, L.; Men'shchikov, A.; Nakamura, F.; Nony, T.; Sanhueza, P.; Álvarez-Gutiérrez, R. H.; Armante, M.; Baug, T.; Bonfand, M.; Busquet, G.; Chapillon, E.; Díaz-González, D.; Fernández-López, M.; Guzmán, A. E.; Herpin, F.; Liu, H. -L.; Olguin, F.; Towner, A. P. M.; Bally, J.; Battersby, C.; Braine, J.; Bronfman, L.; Chen, H. -R. V.; Dell'Ova, P.; Di Francesco, J.; González, M.; Gusdorf, A.; Hennebelle, P.; Izumi, N.; Joncour, I.; Lee, Y. -N.; Lefloch, B.; Lesaffre, P.; Lu, X.; Menten, K. M.; Mignon-Risse, R.; Molet, J.; Moraux, E.; Mundy, L.; Nguyen Luong, Q.; Reyes, N.; Reyes Reyes, S. D.; Robitaille, J. -F.; Rosolowsky, E.; Sandoval-Garrido, N. A.; Schuller, F.; Svoboda, B.; Tatematsu, K.; Thomasson, B.; Walker, D.; Wu, B.; Whitworth, A. P.; Wyrowski, F. Nony, T.; Galván-Madrid, R.; Motte, F.; Pouteau, Y.; Cunningham, N.; Louvet, F.; Stutz, A. M.; Lefloch, B.; Bontemps, S.; Brouillet, N.; Ginsburg, A.; Joncour, I.; Herpin, F.; Sanhueza, P.; Csengeri, T.; Towner, A. P. M.; Bonfand, M.; Fernández-López, M.; Baug, T.; Bronfman, L.; Busquet, G.; Di Francesco, J.; Gusdorf, A.; Lu, X.; Olguin, F.; Valeille-Manet, M.; Whitworth, A. P. Pouteau, Y.; Motte, F.; Nony, T.; Galván-Madrid, R.; Men'shchikov, A.; Bontemps, S.; Robitaille, J. -F.; Louvet, F.; Ginsburg, A.; Herpin, F.; López-Sepulcre, A.; Dell'Ova, P.; Gusdorf, A.; Sanhueza, P.; Stutz, A. M.; Brouillet, N.; Thomasson, B.; Armante, M.; Baug, T.; Bonfand, M.; Busquet, G.; Csengeri, T.; Cunningham, N.; Fernández-López, M.; Liu, H. -L.; Olguin, F.; Towner, A. P. M.; Bally, J.; Braine, J.; Bronfman, L.; Joncour, I.; González, M.; Hennebelle, P.; Lu, X.; Menten, K. M.; Moraux, E.; Tatematsu, K.; Walker, D.; Whitworth, A. P. ...(1)","<BR /> Aims: Thanks to the high angular resolution, sensitivity, image fidelity, and frequency coverage of ALMA, we aim to improve our understanding of star formation. One of the breakthroughs expected from ALMA, which is the basis of our Cycle 5 ALMA-IMF Large Program, is the question of the origin of the initial mass function (IMF) of stars. Here we present the ALMA-IMF protocluster selection, first results, and scientific prospects. <BR /> Methods: ALMA-IMF imaged a total noncontiguous area of ~53 pc<SUP>2</SUP>, covering extreme, nearby protoclusters of the Milky Way. We observed 15 massive (2.5 −33 × 10<SUP>3</SUP> M<SUB>⊙</SUB>), nearby (2−5.5 kpc) protoclusters that were selected to span relevant early protocluster evolutionary stages. Our 1.3 and 3 mm observations provide continuum images that are homogeneously sensitive to point-like cores with masses of ~0.2 M<SUB>⊙</SUB> and ~0.6 M<SUB>⊙</SUB>, respectively, with a matched spatial resolution of ~2000 au across the sample at both wavelengths. Moreover, with the broad spectral coverage provided by ALMA, we detect lines that probe the ionized and molecular gas, as well as complex molecules. Taken together, these data probe the protocluster structure, kinematics, chemistry, and feedback over scales from clouds to filaments to cores. <BR /> Results: We classify ALMA-IMF protoclusters as Young (six protoclusters), Intermediate (five protoclusters), or Evolved (four proto-clusters) based on the amount of dense gas in the cloud that has potentially been impacted by H II region(s). The ALMA-IMF catalog contains ~700 cores that span a mass range of ~0.15 M<SUB>⊙</SUB> to ~250 M<SUB>⊙</SUB> at a typical size of ~2100 au. We show that this core sample has no significant distance bias and can be used to build core mass functions (CMFs) at similar physical scales. Significant gas motions, which we highlight here in the G353.41 region, are traced down to core scales and can be used to look for inflowing gas streamers and to quantify the impact of the possible associated core mass growth on the shape of the CMF with time. Our first analysis does not reveal any significant evolution of the matter concentration from clouds to cores (i.e., from 1 pc to 0.01 pc scales) or from the youngest to more evolved protoclusters, indicating that cloud dynamical evolution and stellar feedback have for the moment only had a slight effect on the structure of high-density gas in our sample. Furthermore, the first-look analysis of the line richness toward bright cores indicates that the survey encompasses several tens of hot cores, of which we highlight the most massive in the G351.77 cloud. Their homogeneous characterization can be used to constrain the emerging molecular complexity in protostars of high to intermediate masses. <BR /> Conclusions: The ALMA-IMF Large Program is uniquely designed to transform our understanding of the IMF origin, taking the effects of cloud characteristics and evolution into account. It will provide the community with an unprecedented database with a high legacy value for protocluster clouds, filaments, cores, hot cores, outflows, inflows, and stellar clusters studies. ...(8)",2022,"Studying massive protoclusters is an absolute requirement for investigating the origin of the IMF in the typical, yet extreme environments where massive stars are born. Recent ALMA imaging of a young massive protocluster revealed the first definitive case of a core mass function (CMF) whose shape is different from the IMF. In contrast, the CMF shape in more evolved but still embedded massive clusters more closely resembles the IMF. This raises the intriguing possibility of CMF evolution with time. We aim to determine when and by which physical processes the CMF of massive protoclusters is reconciled with the canonical IMF. We propose to investigate the CMF evolution of massive protoclusters with the 15 most massive pc^2 clouds at d < 6 kpc. We will focus on 1) investigating the distribution of 0.5-200 Msun cores at 1~mm and 3~mm at the 2000~AU core size; 2) characterizing the core mass evolution through gas inflows toward individual cores and gas outflows driven by protostars; and 3) compare massive protocluster CMFs to the IMF and determine which variables (such as inflows, outflows, or forming filaments) might be correlated with CMF evolution toward the IMF shape.",G008.67_a_06_7M,"Nguyen Luong, Quang; Bronfman, Leonardo; Hennebelle, Patrick; Galvan-Madrid, Roberto; Nakamura, Fumitaka; Bally, John; Menten, Karl; Finger, Ricardo; Lu, Xing; Molet, Jordan; Braine, Jonathan; Ohashi, Satoshi; Herpin, Fabrice; Rosolowsky, Erik; Gusdorf, Antoine; Chen, Vivien; Svoboda, Brian; Sakai, Takeshi; Guzman-Fernandez, Andres; Ladjelate, Bilal; Reyes, Nicolas; Nony, Thomas; Marsh, Kenneth; Battersby, Cara; Gomez, Gilberto; Csengeri, Timea; Di Francesco, James; Bontemps, Sylvain; López-Sepulcre, Ana; Tatematsu, Ken'ichi;",28.154614646558933,1.1467218092612697,1.7999999523162842,uid://A001/X1296/X1b6,uid://A001/X1296/X1b9,uid://A002/Xc8ed16/X7321,ALMA-IMF: ALMA transforms our view of the origin of stellar masses,L,TARGET,T,34.18077465446674,T,2022A&A...662A...8M 2022A&A...662A...9G 2022A&A...664A..26P 2022A&A...665A.140B 2023A&A...674A..75N 2023A&A...674A..76P 2023A&A...678A.194C 2023ApJS..269...55D 2023MNRAS.524.1625D,"High-mass star formation, Low-mass star formation",ISM and star formation,2024-02-12T16:29:51.502,"Motte, Frederique",,motte
